fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,approved
8.0,0.31,0.66,3.0,0.091,19.8,0.9944,3.46,0.91,10.4,0
7.0,0.55,0.61,5.5,0.132,1.0,0.9977,3.4,0.91,10.1,0
13.4,0.72,0.7,12.1,0.069,10.4,0.9962,3.21,0.59,10.7,0
7.7,0.84,0.23,1.0,0.17,38.1,0.9981,3.41,0.49,11.8,0
9.6,0.35,0.33,2.5,0.053,7.6,0.9976,3.38,0.59,8.0,0
9.5,0.38,0.05,4.5,0.093,16.7,0.9973,3.11,0.75,9.5,0
7.6,0.81,0.33,4.2,0.109,14.9,0.9938,3.47,0.57,9.5,1
7.1,0.1,0.18,2.6,0.086,1.0,1.0004,3.28,0.61,10.5,1
5.5,0.41,0.64,5.6,0.088,6.0,0.9965,3.16,0.57,10.8,1
8.7,0.7,0.53,3.8,0.046,1.0,0.9961,3.13,0.55,10.8,0
8.4,0.22,0.63,3.0,0.119,1.0,0.9981,3.23,0.71,10.7,1
6.2,0.34,0.47,1.8,0.094,20.9,0.993,3.35,0.57,10.5,0
10.5,0.76,0.48,2.1,0.088,7.8,0.9983,3.24,0.92,9.9,1
9.4,0.17,0.19,12.3,0.01,35.5,0.9987,3.18,0.65,10.5,1
8.3,0.17,0.54,6.9,0.114,24.4,0.9942,3.21,0.48,8.0,1
7.7,0.68,0.12,4.0,0.116,15.4,0.9975,3.34,0.67,9.5,0
7.9,0.82,0.22,5.9,0.01,24.2,0.9966,3.45,0.78,10.6,0
6.3,0.79,0.14,1.4,0.117,1.0,0.9975,3.32,0.64,8.9,0
7.3,0.1,0.76,1.8,0.076,14.8,0.9937,3.58,0.53,9.0,1
9.5,0.79,0.72,6.4,0.01,27.1,0.9992,3.18,0.49,10.2,1
8.0,0.54,0.7,2.6,0.042,2.0,0.9981,3.21,0.71,11.8,1
11.9,0.38,0.77,3.2,0.029,23.2,0.9946,3.39,0.73,10.4,1
7.3,0.36,0.49,6.4,0.047,18.6,0.9957,3.29,0.84,8.7,0
8.2,0.66,0.72,2.3,0.112,1.0,0.9987,3.48,0.49,10.5,1
9.1,0.61,0.23,2.6,0.115,32.5,0.9974,3.11,0.67,11.3,0
9.4,0.78,0.31,1.3,0.114,28.0,0.9954,3.35,0.52,10.8,0
7.9,0.42,0.37,12.9,0.075,22.5,0.9971,3.41,0.69,9.8,1
7.1,0.44,0.07,10.1,0.211,1.6,0.9959,3.04,0.42,10.2,0
7.8,0.68,0.66,1.9,0.01,6.9,0.9943,3.11,0.87,10.7,1
9.0,0.39,0.1,5.8,0.04,14.7,0.9962,3.22,0.31,11.0,1
7.9,0.68,0.64,4.3,0.099,31.0,0.9977,3.11,0.49,10.2,0
12.4,0.33,0.74,1.4,0.056,13.5,0.9954,3.3,0.69,9.3,1
7.8,0.9,0.45,1.1,0.074,17.8,0.9977,3.41,0.5,10.3,0
8.7,0.89,0.13,1.0,0.089,8.2,0.9985,3.23,0.51,10.0,0
8.4,0.4,0.35,1.2,0.073,34.3,0.9982,3.42,0.77,10.7,1
7.9,0.54,0.11,3.5,0.022,5.2,0.9976,3.16,0.3,12.0,1
9.8,0.55,0.1,2.7,0.126,17.7,0.9943,3.19,0.34,11.7,1
6.6,0.51,0.6,15.3,0.126,29.6,0.9962,3.21,0.46,10.2,1
12.3,0.35,0.31,1.8,0.161,10.0,0.9971,3.28,0.46,10.6,0
7.1,0.55,0.0,4.2,0.01,13.1,0.9966,3.06,0.79,9.0,0
9.1,0.26,0.04,2.2,0.123,6.5,0.9983,3.09,0.74,11.1,1
8.7,0.81,0.65,1.3,0.046,1.2,0.9965,3.07,0.68,10.6,0
8.3,0.82,0.5,6.2,0.081,2.7,0.9988,3.35,0.87,11.0,0
10.5,0.77,0.68,2.3,0.056,32.6,0.9985,3.36,0.3,9.5,1
11.6,0.79,0.22,7.2,0.042,1.0,0.9957,2.84,0.67,10.5,1
7.0,0.66,0.25,7.9,0.116,8.1,0.9944,3.56,0.96,9.8,0
7.0,0.37,0.49,5.3,0.166,1.7,0.9984,3.02,0.71,11.5,1
9.2,0.29,0.53,1.1,0.18,7.6,0.9992,3.45,0.48,10.9,1
8.2,0.34,0.02,9.5,0.136,12.9,0.996,3.47,0.77,11.7,1
7.5,0.61,0.73,1.3,0.035,17.6,0.9976,3.48,0.66,9.2,0
7.8,0.29,0.64,7.7,0.081,30.9,0.9986,3.21,0.67,10.3,1
7.5,0.56,0.11,3.3,0.084,25.7,0.9938,3.33,0.51,10.2,0
6.4,0.63,0.01,2.2,0.112,23.4,0.9997,3.28,0.91,10.8,1
8.8,0.5,0.62,4.2,0.122,23.8,0.996,3.58,0.91,10.7,0
8.4,0.54,0.72,2.8,0.065,1.0,0.9999,3.27,0.63,10.5,0
7.5,1.0,0.26,5.0,0.146,16.5,0.9982,3.52,0.59,8.8,0
5.1,0.52,0.26,2.8,0.198,29.7,0.9974,3.16,0.81,9.3,0
7.7,0.6,0.41,2.2,0.104,35.9,1.0001,3.22,0.47,10.0,0
11.6,0.74,0.54,2.1,0.06,28.7,0.9974,3.26,0.52,10.8,0
7.7,0.69,0.52,2.1,0.138,10.6,0.9992,3.31,0.78,12.0,0
7.8,0.68,0.6,2.6,0.139,23.5,0.9982,3.3,0.65,10.6,0
7.5,0.58,0.09,1.3,0.12,7.0,0.9958,3.22,0.88,11.6,0
9.4,0.58,0.42,3.7,0.087,30.5,0.9946,2.99,0.51,10.0,0
10.1,0.2,0.41,2.0,0.153,6.2,0.9995,3.12,0.48,8.8,0
7.2,0.84,0.76,3.1,0.042,5.1,0.997,3.39,0.77,10.9,1
5.7,0.42,0.73,2.9,0.084,27.9,0.998,3.44,0.41,10.4,0
7.7,0.69,0.6,5.9,0.176,16.0,0.9976,3.27,0.78,9.9,1
7.4,0.49,0.7,5.9,0.086,23.8,0.9977,3.19,0.67,8.7,1
7.9,1.09,0.6,12.3,0.088,24.7,0.9982,3.06,0.5,8.2,0
10.3,0.38,0.58,1.7,0.097,3.6,0.9966,3.52,0.46,11.7,0
6.6,0.96,0.17,1.1,0.044,16.7,0.9997,3.39,0.56,9.7,0
9.0,0.51,0.49,2.4,0.033,7.7,0.9991,3.13,0.41,11.3,1
9.0,0.66,0.73,6.7,0.062,1.0,0.9958,3.36,1.01,12.2,0
9.2,0.53,0.6,3.3,0.078,14.9,0.9958,3.32,0.65,10.0,0
9.5,0.82,0.48,2.2,0.142,8.7,0.9945,3.47,0.7,11.6,1
5.1,0.55,0.21,4.7,0.099,22.2,1.0004,3.34,0.43,10.9,0
9.3,0.59,0.54,4.1,0.158,27.8,0.9961,3.3,0.5,11.6,1
8.3,0.55,0.28,4.1,0.112,8.2,0.9978,3.4,0.8,10.5,0
7.1,0.63,0.05,2.8,0.128,4.1,0.9958,3.46,0.46,10.8,0
11.1,0.36,0.19,2.9,0.117,15.2,0.9975,3.31,0.56,11.2,1
9.8,0.13,0.31,3.0,0.162,19.1,0.9983,3.14,0.71,8.7,0
6.9,0.61,0.8,3.0,0.09,21.3,0.9991,3.4,0.58,10.1,0
7.5,0.91,0.61,1.6,0.091,37.3,0.9987,3.4,0.55,8.8,1
10.1,0.46,0.22,1.7,0.037,28.2,0.9938,3.36,0.44,10.3,1
8.2,0.67,0.61,2.2,0.129,15.8,0.9982,3.37,0.8,9.9,0
6.1,0.26,0.29,5.8,0.064,40.6,1.0005,3.23,0.89,12.0,1
11.3,0.43,0.49,2.6,0.121,25.0,0.9961,3.33,1.0,12.5,1
7.9,0.54,0.61,7.5,0.096,26.2,0.9993,3.45,0.61,10.9,1
8.4,0.52,0.59,4.9,0.033,36.9,0.9948,3.37,0.72,12.2,1
9.1,0.73,0.11,5.9,0.092,20.7,0.9978,3.45,0.84,10.6,0
6.9,0.2,0.66,1.4,0.067,17.9,0.9967,3.45,0.68,9.6,1
10.5,0.5,0.74,1.4,0.02,19.4,0.9929,3.58,0.83,11.2,1
6.7,0.42,0.19,1.7,0.103,15.5,0.9956,3.48,0.74,10.0,1
8.7,0.37,0.26,3.7,0.168,10.6,0.9988,3.23,0.78,10.2,1
7.4,0.4,0.75,2.6,0.041,3.4,0.9978,3.24,0.51,11.0,0
10.1,0.58,0.79,1.5,0.01,27.8,0.9966,3.03,0.35,9.9,1
9.3,0.56,0.36,4.4,0.183,28.3,0.9983,3.19,0.78,12.6,1
8.0,0.49,0.03,2.8,0.011,10.5,0.9937,3.38,0.65,8.0,0
5.7,0.29,0.75,4.3,0.17,16.5,0.9963,3.45,0.65,9.1,1
8.9,0.48,0.02,7.0,0.149,9.5,0.995,3.17,0.35,10.6,1
8.5,0.73,0.26,7.2,0.091,21.8,0.9932,3.43,0.89,10.7,0
5.7,0.23,0.07,1.9,0.057,21.9,0.9985,3.33,0.59,10.3,0
8.6,0.4,0.41,1.4,0.141,12.3,0.9976,3.48,0.3,10.3,0
9.4,0.32,0.03,2.4,0.095,13.3,0.9961,3.49,1.0,9.0,0
8.4,0.33,0.18,1.2,0.174,13.6,0.9957,3.37,0.64,11.2,0
7.5,0.49,0.37,1.1,0.112,9.8,0.9939,3.26,0.75,10.6,0
10.6,0.41,0.06,10.6,0.17,19.8,0.9964,3.36,1.16,10.4,0
11.4,0.38,0.38,9.9,0.125,1.0,0.9979,3.46,0.57,11.1,0
6.4,0.53,0.21,2.1,0.149,16.7,0.9955,3.5,0.67,11.1,1
10.1,0.25,0.21,5.3,0.104,34.2,0.9991,3.27,0.55,9.5,1
9.0,0.89,0.75,1.6,0.084,23.0,0.9937,3.51,0.87,10.7,1
7.3,0.43,0.55,2.4,0.067,5.9,0.9927,3.29,0.43,10.4,0
7.9,0.46,0.74,4.2,0.044,6.2,0.9968,3.71,0.89,11.1,1
8.0,0.47,0.46,3.0,0.082,10.4,0.998,3.23,0.82,11.6,1
10.1,0.36,0.73,5.3,0.04,9.1,0.9977,3.18,0.51,10.1,0
7.5,0.76,0.67,10.8,0.068,23.1,0.9941,3.44,0.62,11.1,0
5.2,0.58,0.8,1.0,0.098,7.7,0.9963,3.43,0.96,10.6,1
7.9,0.1,0.4,7.5,0.112,22.9,0.9973,3.13,0.31,9.0,1
9.9,0.31,0.56,2.3,0.151,14.3,0.9983,3.3,0.67,9.6,0
10.3,0.41,0.13,2.3,0.099,19.2,0.993,3.4,0.59,9.6,0
7.6,0.64,0.75,1.0,0.11,22.8,0.9967,3.32,0.57,11.6,0
9.1,0.74,0.32,5.5,0.077,21.0,0.9973,3.45,0.3,9.1,0
10.3,0.51,0.73,4.6,0.087,33.5,0.9946,3.37,0.65,8.7,0
9.4,0.82,0.08,6.6,0.091,30.3,0.9972,3.44,0.33,11.4,0
11.8,0.67,0.41,1.5,0.186,7.7,0.9952,3.35,0.7,10.6,1
10.7,0.92,0.0,1.6,0.107,38.8,0.9981,3.46,0.72,10.1,0
7.6,0.43,0.33,1.9,0.031,17.8,0.9991,3.46,0.92,8.3,1
8.1,0.46,0.07,2.9,0.098,20.2,0.9947,3.34,0.9,8.4,1
11.2,0.57,0.36,2.1,0.047,25.9,0.9947,3.31,0.65,8.0,0
6.3,0.4,0.44,1.9,0.056,5.8,0.999,3.26,0.82,9.5,1
8.2,0.67,0.68,1.5,0.089,34.3,0.9975,3.27,0.85,12.9,1
11.5,0.31,0.24,1.4,0.108,19.5,0.9976,3.36,0.68,10.7,1
11.8,0.26,0.45,2.6,0.105,30.8,0.9944,3.42,0.59,10.9,0
8.8,0.52,0.05,2.5,0.055,15.6,0.9975,3.49,0.92,10.3,0
5.5,0.8,0.73,4.8,0.015,7.3,0.9968,3.05,0.69,8.9,1
7.7,0.62,0.36,5.3,0.081,23.3,0.9985,2.97,0.33,9.9,0
9.5,0.68,0.2,4.0,0.084,6.8,0.998,3.29,0.72,11.6,1
7.0,0.83,0.37,5.4,0.083,12.4,0.9963,3.33,0.53,10.9,0
12.3,0.61,0.39,1.3,0.097,1.0,0.9954,3.02,1.06,8.0,0
7.9,0.47,0.59,2.5,0.067,31.6,0.9982,3.34,0.51,12.3,1
10.6,0.79,0.78,1.8,0.13,11.8,0.9976,3.14,0.59,10.3,1
8.1,0.7,0.15,1.7,0.119,13.9,0.9935,3.33,0.83,9.6,1
8.8,0.4,0.04,4.1,0.126,17.6,0.995,3.02,1.16,10.1,1
8.3,0.38,0.52,5.4,0.156,22.9,0.9984,3.23,0.63,9.9,0
7.3,0.52,0.71,1.3,0.109,3.8,0.9931,3.35,0.49,9.6,0
7.6,0.69,0.45,1.3,0.09,2.0,0.9948,3.4,0.5,11.0,1
9.5,0.35,0.06,3.5,0.082,28.8,0.9988,3.33,0.37,9.5,0
7.9,0.55,0.34,1.4,0.12,11.6,0.9949,3.15,0.69,9.4,0
7.6,0.69,0.52,4.7,0.091,20.7,0.9934,3.37,0.72,10.5,1
9.3,0.49,0.26,5.4,0.01,12.0,0.9952,3.18,0.42,10.8,1
10.9,0.58,0.68,2.8,0.059,23.9,0.9953,3.38,0.61,11.2,1
11.2,0.62,0.18,7.0,0.156,11.8,0.9956,3.56,0.6,11.1,1
6.6,0.67,0.29,1.1,0.01,19.2,0.996,3.26,0.54,10.6,1
7.0,0.54,0.73,1.6,0.103,22.5,0.9975,3.62,0.77,8.4,1
10.5,0.51,0.46,4.7,0.113,18.9,0.9994,3.4,0.56,11.8,1
7.5,0.71,0.0,8.9,0.083,20.6,0.9943,3.27,0.91,11.5,1
7.9,0.1,0.2,9.1,0.055,15.6,0.9946,3.59,0.37,10.7,1
6.0,0.68,0.6,1.0,0.037,1.4,0.9985,3.31,0.64,10.2,1
9.5,0.64,0.04,3.5,0.096,1.0,0.9999,3.18,0.33,9.8,0
8.2,0.8,0.79,1.1,0.072,3.4,0.9939,3.22,0.76,11.3,0
10.1,0.63,0.72,4.0,0.16,8.5,0.997,3.32,0.62,8.4,0
9.7,0.34,0.18,4.7,0.109,25.9,0.9977,3.21,0.62,10.8,1
10.1,0.55,0.72,5.9,0.068,1.0,0.9965,3.26,0.56,11.0,0
10.1,0.35,0.56,2.9,0.101,20.8,0.9934,3.22,0.84,8.0,0
7.6,0.74,0.34,5.7,0.055,9.2,0.9999,3.4,0.84,12.5,1
8.3,0.1,0.16,7.4,0.078,21.0,0.9918,3.61,0.73,13.0,1
8.6,0.24,0.16,2.9,0.01,32.3,0.9922,3.29,0.59,12.7,1
8.5,0.31,0.48,2.9,0.07,17.9,0.9973,3.18,0.69,11.2,1
9.5,0.24,0.33,2.8,0.113,25.4,0.996,3.3,0.71,12.4,1
7.5,0.47,0.48,2.8,0.079,8.9,0.9983,3.16,0.62,10.1,0
8.8,0.45,0.26,4.7,0.129,9.7,0.9933,3.78,1.07,13.0,0
7.3,0.68,0.18,1.2,0.146,27.9,0.9971,3.47,0.54,10.6,0
8.7,0.19,0.67,2.5,0.121,38.0,1.0004,3.54,0.66,8.2,0
8.9,0.43,0.74,2.9,0.181,24.4,0.9954,3.44,0.58,9.6,1
6.3,0.58,0.56,1.6,0.136,1.0,0.9981,3.13,0.97,10.8,0
8.9,0.36,0.13,2.9,0.089,4.6,0.9979,3.37,0.55,10.6,0
10.6,0.23,0.07,2.5,0.077,12.1,0.9962,3.37,0.82,9.1,0
10.1,0.66,0.43,4.3,0.068,20.4,1.0001,3.47,0.51,11.8,1
6.3,0.63,0.44,2.1,0.054,9.6,0.9968,3.36,0.68,11.6,0
6.2,0.15,0.51,8.5,0.103,22.2,0.9956,3.19,1.01,9.7,0
9.2,0.45,0.72,2.3,0.07,4.7,0.9968,3.62,0.41,8.3,0
8.6,0.42,0.52,3.5,0.024,26.5,0.992,3.44,0.5,11.1,1
8.0,0.86,0.73,1.6,0.125,17.7,0.9929,3.26,1.07,9.9,0
4.1,0.19,0.09,3.9,0.06,23.2,0.9966,3.31,0.85,9.8,0
6.6,0.45,0.57,2.8,0.016,1.0,0.9978,3.39,0.34,9.2,1
10.5,0.67,0.74,2.0,0.139,19.1,0.9945,3.26,0.57,11.9,0
9.0,0.51,0.37,2.1,0.141,8.0,0.993,3.33,0.6,8.7,0
11.7,0.72,0.77,2.2,0.033,16.1,0.9954,3.36,0.78,9.6,0
9.8,0.17,0.44,2.4,0.062,11.3,0.9963,3.28,0.77,9.9,1
8.9,0.3,0.75,1.7,0.049,7.9,1.0006,3.42,0.71,9.9,0
5.6,0.47,0.6,1.8,0.057,15.4,0.9976,3.26,0.44,8.0,0
8.9,0.62,0.37,8.9,0.01,22.7,0.9979,3.22,0.9,9.8,1
8.1,0.53,0.03,1.9,0.067,30.4,1.0,3.46,0.79,10.9,1
6.4,0.64,0.53,3.5,0.069,10.6,1.0007,3.41,0.58,10.7,0
10.5,0.47,0.2,2.1,0.161,27.1,0.9984,3.31,1.1,8.0,0
8.4,0.29,0.23,5.2,0.094,29.1,0.9984,3.21,0.61,11.5,1
9.0,0.63,0.02,4.0,0.062,5.6,0.9952,3.44,0.8,11.0,0
6.9,0.25,0.45,2.0,0.097,18.9,0.9961,3.3,1.06,8.5,0
8.9,0.36,0.23,4.2,0.024,24.6,0.9953,3.28,0.66,10.1,1
8.0,0.28,0.79,4.5,0.091,13.5,0.9981,3.22,0.56,8.9,0
12.2,0.56,0.6,1.4,0.056,15.1,0.9977,3.13,0.79,11.6,1
7.4,0.52,0.29,3.2,0.093,21.5,0.9992,3.46,0.68,11.9,1
7.1,0.33,0.24,5.1,0.109,15.9,0.9986,3.18,0.89,11.2,0
8.7,0.39,0.57,1.1,0.061,14.9,0.9959,3.1,0.8,12.2,1
7.9,0.47,0.2,2.8,0.1,9.1,0.9976,3.3,0.83,10.9,0
8.7,0.64,0.36,5.6,0.055,9.9,1.0005,3.35,0.51,10.5,0
11.1,0.54,0.13,8.6,0.037,9.1,0.9965,3.54,0.82,11.1,0
6.6,0.58,0.2,3.7,0.13,12.0,0.9969,3.36,0.46,9.4,1
8.5,0.61,0.08,2.0,0.135,15.1,0.9962,3.01,0.77,9.2,0
7.2,0.53,0.34,3.3,0.097,9.7,0.9971,3.16,0.77,10.2,1
7.2,0.57,0.74,1.1,0.124,6.6,0.9973,3.54,0.3,9.9,0
8.1,0.5,0.08,2.5,0.014,6.8,0.9987,3.31,0.86,9.5,1
8.3,0.8,0.35,4.2,0.126,15.7,0.9956,3.15,0.64,12.2,1
11.3,0.63,0.24,1.1,0.154,1.0,0.9972,3.11,0.56,9.6,0
7.4,0.86,0.29,3.3,0.115,24.8,0.9942,3.4,0.65,8.7,1
7.9,0.76,0.62,3.2,0.081,29.1,0.9944,3.17,0.42,8.7,0
5.1,0.49,0.35,1.5,0.024,29.3,0.9987,3.3,0.94,10.6,1
9.1,0.49,0.52,3.1,0.113,12.4,0.9938,3.25,0.79,12.2,0
8.5,0.23,0.78,2.3,0.113,10.3,0.9978,3.57,1.02,8.1,0
9.3,0.33,0.49,2.6,0.138,9.7,0.995,3.15,0.63,11.0,0
8.7,0.71,0.27,2.0,0.072,5.6,0.9941,3.52,0.6,11.8,1
5.2,0.7,0.32,5.2,0.06,23.2,0.9976,3.65,0.83,9.4,0
11.3,0.17,0.56,2.1,0.051,1.0,1.0014,3.15,0.84,9.3,0
8.8,0.77,0.56,4.9,0.044,10.4,0.9976,3.1,0.88,12.6,1
8.9,0.74,0.29,1.2,0.11,9.8,0.9959,3.36,0.85,11.8,1
11.3,0.73,0.58,1.8,0.085,11.2,0.9954,3.32,0.97,9.8,1
7.5,0.62,0.44,2.3,0.109,9.8,0.9949,3.51,0.8,10.8,1
5.9,0.62,0.78,2.3,0.094,17.4,0.9963,3.13,0.76,10.4,1
6.5,0.5,0.73,2.5,0.068,22.4,0.9985,3.34,0.94,11.4,1
8.2,0.42,0.66,3.6,0.046,19.2,0.9969,3.38,0.47,10.3,1
8.1,0.73,0.03,3.1,0.149,5.6,0.9963,3.33,0.8,9.6,0
11.1,0.48,0.3,2.8,0.098,1.0,0.9934,3.25,0.52,9.7,0
9.0,0.1,0.46,5.5,0.143,34.1,0.9941,3.3,0.71,11.8,1
5.8,0.64,0.42,1.5,0.109,25.8,0.9946,3.77,0.74,10.7,0
7.1,0.34,0.61,5.9,0.07,35.7,0.996,3.06,0.47,10.5,1
7.3,0.56,0.73,5.2,0.068,20.6,0.9965,3.65,0.66,11.1,0
7.8,0.83,0.63,1.5,0.049,30.7,1.0001,3.24,0.69,11.0,0
7.1,0.91,0.18,3.4,0.147,1.0,0.9971,3.14,0.7,9.0,0
6.2,0.65,0.39,1.6,0.153,1.9,0.9959,3.15,0.8,9.9,0
8.6,0.77,0.31,8.2,0.073,9.3,0.9984,3.29,0.74,9.0,0
7.5,0.66,0.61,2.7,0.118,17.3,0.9986,3.33,0.7,9.4,1
6.2,0.67,0.72,1.6,0.07,8.7,0.9969,3.32,0.66,12.1,1
11.0,0.7,0.23,3.5,0.017,26.6,0.9964,3.25,0.61,13.6,0
8.2,0.34,0.39,4.1,0.06,25.7,0.9995,3.55,0.71,9.3,0
11.7,0.3,0.59,3.3,0.121,26.0,0.9971,3.14,0.46,9.8,1
10.2,0.71,0.04,1.7,0.135,23.0,0.9943,3.26,0.6,10.2,0
7.5,0.59,0.77,4.3,0.087,19.1,0.996,3.31,0.66,8.0,0
11.4,0.56,0.64,7.6,0.055,33.1,0.9975,3.3,0.4,13.1,1
10.2,0.44,0.43,8.6,0.034,34.6,0.9959,3.14,0.78,9.0,0
7.3,0.47,0.62,3.8,0.072,13.4,0.9978,3.32,0.62,10.1,1
7.8,0.76,0.67,5.6,0.075,6.7,0.9938,3.37,0.64,10.8,0
8.8,0.38,0.4,10.6,0.075,28.6,0.9984,3.37,0.69,10.4,0
7.9,0.53,0.35,1.1,0.032,35.6,0.9959,3.38,0.47,10.5,0
10.1,0.39,0.67,2.6,0.104,42.1,0.9956,3.2,0.68,10.8,0
9.0,0.25,0.69,1.9,0.092,22.6,0.9984,3.14,0.57,8.9,0
10.1,0.55,0.1,2.6,0.074,14.1,0.9966,3.17,0.81,10.4,0
9.4,0.66,0.73,7.2,0.087,4.0,0.9955,3.19,0.78,11.8,1
7.1,0.34,0.22,11.2,0.112,15.1,0.9964,2.96,0.52,9.8,0
5.6,0.4,0.53,6.9,0.113,6.3,0.9964,3.28,0.65,10.5,1
7.1,0.32,0.57,1.5,0.146,4.5,0.9957,3.29,0.46,10.9,0
11.9,0.55,0.22,5.1,0.147,26.0,0.9974,3.16,0.53,11.0,1
10.0,0.44,0.24,5.3,0.111,10.9,0.9965,3.38,0.69,10.6,0
8.5,0.15,0.57,3.2,0.079,15.7,0.9984,3.27,0.8,10.7,1
10.7,0.47,0.14,4.1,0.057,32.6,0.9935,3.38,0.62,9.3,1
8.4,0.72,0.69,6.9,0.127,1.0,0.9968,3.23,0.6,8.9,0
8.5,0.74,0.18,13.9,0.031,5.9,0.9994,3.23,0.79,10.8,1
9.0,0.75,0.28,1.1,0.091,24.3,0.9956,3.43,0.73,9.9,0
7.6,0.35,0.21,1.7,0.043,10.7,0.9963,3.08,0.42,10.7,0
6.8,0.32,0.2,7.8,0.133,10.4,0.9994,3.31,0.63,10.4,0
9.0,0.41,0.78,2.0,0.125,19.3,0.992,3.37,0.61,9.6,0
8.3,0.71,0.2,1.3,0.088,14.2,0.9998,3.48,0.58,9.8,0
7.9,0.7,0.46,1.9,0.223,1.0,0.9978,3.36,0.57,8.4,0
9.2,0.53,0.6,2.8,0.052,9.4,0.9967,3.16,0.76,10.3,1
7.7,0.73,0.03,2.2,0.108,1.0,0.9986,3.23,0.45,9.3,0
9.6,0.64,0.71,4.9,0.113,25.0,0.9961,3.04,0.85,10.9,0
6.3,0.44,0.12,3.4,0.098,1.3,0.9946,3.21,0.65,10.3,0
6.1,0.47,0.47,2.4,0.074,1.3,0.996,3.47,0.66,10.8,1
6.1,0.3,0.51,15.8,0.092,2.7,0.996,3.51,0.95,10.6,0
8.3,0.51,0.5,6.4,0.171,24.7,0.9958,3.27,0.81,11.1,1
6.0,0.42,0.59,6.0,0.089,9.2,0.9972,3.58,0.57,11.1,1
11.3,0.35,0.74,3.1,0.118,29.9,0.9968,3.21,0.7,10.0,1
11.2,0.4,0.74,4.8,0.011,25.1,0.9971,3.34,0.57,11.1,0
9.0,0.8,0.46,2.0,0.08,27.6,0.9996,3.0,0.67,11.5,1
9.9,0.45,0.3,2.0,0.194,12.2,0.9961,3.3,0.49,10.2,0
6.9,0.81,0.26,6.6,0.063,3.0,0.9995,3.32,0.62,11.2,0
10.3,0.54,0.71,3.3,0.061,12.6,0.9993,3.21,0.72,10.7,1
7.8,0.49,0.68,2.1,0.169,1.0,0.9926,3.48,0.62,11.1,1
8.2,0.62,0.24,5.7,0.058,21.8,0.9943,3.05,0.56,11.0,1
8.0,0.1,0.12,2.5,0.053,18.7,0.9942,3.04,0.96,11.7,1
7.1,0.9,0.69,2.3,0.12,8.9,0.9999,3.33,0.63,8.5,0
9.3,0.7,0.49,1.1,0.199,10.5,0.9966,2.98,0.52,11.2,0
7.4,0.57,0.25,3.8,0.13,27.6,0.9959,3.42,0.63,11.1,0
7.9,0.68,0.49,2.9,0.09,21.0,0.9941,3.28,0.66,11.9,1
4.4,0.54,0.05,1.9,0.15,31.4,0.9987,3.41,0.76,10.8,1
8.9,0.42,0.15,1.4,0.078,6.7,0.996,3.32,0.69,11.3,1
8.1,0.53,0.44,1.5,0.063,2.5,0.9925,3.36,0.65,10.2,0
6.7,0.45,0.43,1.6,0.157,19.7,1.0001,3.3,0.7,9.4,0
7.9,0.37,0.2,6.0,0.149,24.2,0.9966,3.49,1.03,10.4,1
7.5,0.46,0.79,2.6,0.07,19.1,0.9991,3.47,0.52,10.3,0
5.7,0.57,0.33,4.0,0.136,11.3,0.9967,3.37,0.52,10.7,0
11.1,0.59,0.57,2.5,0.148,46.8,0.9957,3.35,0.88,12.9,1
10.7,0.78,0.21,2.6,0.08,37.4,0.9967,3.42,0.54,10.7,1
9.5,0.47,0.34,5.3,0.095,8.1,0.9976,3.29,0.58,10.4,0
10.4,0.4,0.66,4.7,0.031,9.6,0.9953,3.36,0.75,10.4,0
7.5,0.3,0.68,1.7,0.086,7.9,0.9931,3.21,0.57,10.9,1
8.3,0.61,0.11,3.5,0.059,30.5,0.9922,3.11,0.83,10.6,0
7.4,0.79,0.28,3.9,0.077,25.4,0.9968,3.29,0.56,10.6,1
8.7,0.46,0.16,2.3,0.025,23.7,0.9974,3.46,0.57,10.2,1
9.9,0.43,0.71,1.2,0.149,14.2,0.9964,3.41,0.92,11.2,1
8.2,0.69,0.6,2.2,0.138,25.1,0.9947,3.15,0.62,9.4,0
6.1,0.34,0.45,2.1,0.149,19.7,0.9957,3.2,0.45,9.9,0
9.0,0.82,0.52,3.9,0.089,14.1,0.9968,3.25,1.07,11.7,1
7.3,0.52,0.73,5.1,0.072,19.9,0.9973,3.1,0.67,10.1,0
9.9,0.6,0.24,2.3,0.101,32.7,0.9965,3.2,0.6,9.5,0
11.5,0.54,0.01,3.6,0.104,24.3,0.9953,3.12,0.55,10.6,1
10.1,0.1,0.02,3.6,0.157,5.7,0.9994,3.26,0.71,9.9,0
7.9,0.52,0.04,3.6,0.096,7.0,0.9949,3.24,0.7,9.2,0
8.5,0.46,0.1,3.0,0.092,23.9,0.9947,3.43,0.99,11.4,0
8.1,0.6,0.46,3.5,0.125,8.9,0.996,3.35,0.62,9.9,1
6.8,0.74,0.78,6.1,0.01,19.7,0.9991,3.47,0.82,10.6,0
7.4,0.62,0.34,7.4,0.157,9.5,0.998,2.99,1.16,10.3,1
8.0,0.41,0.57,1.2,0.123,24.5,0.9966,3.15,0.74,9.9,1
7.9,0.83,0.63,1.0,0.109,4.9,0.9946,3.36,0.7,10.0,0
6.2,0.54,0.64,2.8,0.117,19.1,0.9949,3.35,0.71,10.4,0
